,Year,Quarter,Month,Day,Aircraft Manufacturer,Aircraft,Location,Operator,Ground,Fatalities (air),Aboard,Country,Date
199,1929,Qtr 3,September,14,Latecoere,Latecoere 25F AIUJ,North Atlantic OceanAeropostale,,0,6,6,International Waters,1929-09-14
200,1929,Qtr 3,September,14,Aerocomp Comp Air,Travel Air 6000CF ABE,Saint Catharines Ontario,Skyways,0,6,6,Canada,1929-09-14
201,1929,Qtr 3,September,17,Fairchild,Fairchild 71?,Jacumba California,Airways Pickwick,0,1,2,USA,1929-09-17
202,1929,Qtr 3,September,17,Latecoere,Latecoere 25 3,Off Larache Morocco,Aeropostale,0,5,5,Morocco,1929-09-17
203,1929,Qtr 3,September,17,,Pitcairn PA 6 Mailwing?,Mt Lamentation Connecticut,Transport Air Colonial,0,1,1,USA,1929-09-17
204,1929,Qtr 4,October,26, Short Brothers,Short Calcutta (flying boat)G AADN,Off Spezia Italy,Airways Imperial,0,7,7,Italy,1929-10-26
205,1929,Qtr 4,October,29,Stearman,Stearman C 38?,Mount Vernon Ohio,Lines Air Continental,0,1,1,USA,1929-10-29
206,1929,Qtr 4,October,31,Loening,Loening C 2CNC9158,Off Bremerton Washington,Lines Air Gorst / Taxi Air Bremerton-Seattle,0,2,2,USA,1929-10-31
207,1929,Qtr 4,November,4,,Lockheed Vega 5NC46M,Cerro del Carbon Mexico,Transportes de Aeronautica Corp.,0,4,4,Mexico,1929-11-04
208,1929,Qtr 4,November,6,Junkers,Junkers G 24D,Near Godstone Surrey,England Deutsche Lufthansa,0,7,8,UK,1929-11-06
209,1929,Qtr 4,November,16,Liore et Olivier,Liore et Olivier 190F AIGB,Off Corsica France,Union Air,0,3,3,France,1929-11-16
210,1929,Qtr 4,November,20,Savoia Marchetti,Savoia Marchetti S55I TACO,Terranova Pausania East,Mediterranea Aerea Società SardiniaS.A.M.,0,1,12,East Timor (Timor-Leste),1929-11-20
211,1929,Qtr 4,November,30,Stearman,Stearman M 2 SpeedmailNC8199,Vancouver Washington,Lines Air Varney,0,1,1,USA,1929-11-30
212,1929,Qtr 4,December,2,McDonnell Douglas,Douglas M 3NC789,Chagrin Falls Ohio,Transport Air National,0,1,1,USA,1929-12-02
213,1929,Qtr 4,December,19,Arado,Arado V1D 1594,Near Berlin Germany,Lufthansa Deutsche,0,2,3,Germany,1929-12-19
214,1929,Qtr 4,December,30,Aerocomp Comp Air,Travel Air B6000?,Amarillo Texas,Transport Air Continental Trans,0,5,5,USA,1929-12-30
215,1930,Qtr 1,January,2,,??,Off Venice California?,,0,10,10,USA,1930-01-02
216,1930,Qtr 1,January,10,Boeing,Boeing 95NC184E,Brawnson Nebraska,Transport Air Boeing,0,1,1,USA,1930-01-10
217,1930,Qtr 1,January,13,Farman,Farman 190F AJJK,Antananarivo Madagascar,Orient Air,0,3,3,Madagascar,1930-01-13
218,1930,Qtr 1,January,19,Ford,Ford 5 AT,Oceanside California,Airlines Maddux,0,16,16,USA,1930-01-19
219,1930,Qtr 1,January,25,Latecoere,Latecoere 25F AJCL,Off Ceuta Spain,Aeropostale,0,2,2,Spain,1930-01-25
220,1930,Qtr 1,January,27,Aerocomp Comp Air,Travel Air A6000A?,Kansas City Missouri,Corporation) Aviation (Universal Airlines  Central,0,5,5,USA,1930-01-27
221,1930,Qtr 1,February,3,,Pitcairn PA 6 MailwingNC801H,Hartford Connecticut,Transport Air Colonial,0,1,1,USA,1930-02-03
222,1930,Qtr 1,February,10,Farman,Farman F 63F,Marden England,Union Air,0,2,6,UK,1930-02-10
223,1930,Qtr 2,April,18,Fairchild,Fairchild 71NC9148,Jersey City New,Airways Colonial JerseyCanadian,0,4,4,New Zealand,1930-04-18
224,1930,Qtr 2,May,10,Latecoere,Latecoere 28F AJPD,Buenos Aires Argentina,Aeropostale,0,3,4,Argentina,1930-05-10
225,1930,Qtr 2,June,5,Ford,Ford Tri Motor 5NC9675,Boston Massachusetts,Transport Air Colonial,0,1,15,USA,1930-06-05
226,1930,Qtr 3,July,7,Dornier,Dornier WalD 864,Bornholm Denmark,Lufthansa Deutsche,0,5,8,Denmark,1930-07-07
227,1930,Qtr 3,July,10,,Lockheed Vega 5NC 394H,Arkansas Pass Texas,Airways Cross,0,5,5,USA,1930-07-10
228,1930,Qtr 3,July,21,Junkers,Junkers F 13geG,Near Meopham Kent,England Walcot Air Line,0,6,6,UK,1930-07-21
229,1930,Qtr 3,August,22,Ford,Ford 5 AT,Iglau Czechoslovakia,Aerolinie Ceskoslovenske,0,10,11,Slovakia,1930-08-22
230,1930,Qtr 3,September,11,Sabca,Sabca F VIIOO,Croydon England,Sabena,0,2,2,UK,1930-09-11
231,1930,Qtr 3,September,25,Boeing,Boeing 40CF AIN,Edmonton Alberta,Canada Western Canada Airways,0,3,3,Canada,1930-09-25
232,1930,Qtr 4,October,5,Royal Airship Works,Royal Airship Works R 101G,Near Beauvais France,Ministry Air British - Military,0,48,54,France,1930-10-05
233,1930,Qtr 4,October,6,Messerschmitt,Messerschmitt M 20BD,Dresden Germany,Lufthansa Deutsche,0,8,8,Germany,1930-10-06
234,1930,Qtr 4,October,12,Latecoere,Latecoere 28F AJUU,La Rache Morocco,Aeropostale,0,4,4,Morocco,1930-10-12
235,1930,Qtr 4,October,13,De Havilland,de Havilland DH.80 Puss MothVH UPC,Perth Australia,Ltd Wings,0,3,3,Australia,1930-10-13
236,1930,Qtr 4,October,28,Lockheed Martin,Lockheed VegaNC103W,Prince Rupert BC,Canada Alaska-Washington Airways,0,3,3,Canada,1930-10-28
237,1930,Qtr 4,October,30,Handley Page,Handley Page W 8G,Near Neufchatel France,Airways Imperial,0,3,6,France,1930-10-30
238,1930,Qtr 4,October,30,,Pitcairn PA 6 Mailwing?,Brookston Indiana,Company Riddle Embry,0,1,1,USA,1930-10-30
239,1930,Qtr 4,November,7,Junkers,Junkers G 24P,Off of Santos Brazil,Condor Syndicato,0,1,9,Brazil,1930-11-07
240,1930,Qtr 4,November,18,Boeing,Boeing 40NC5340,Techachapi Mountains California,Transport Air Pacific,0,3,3,USA,1930-11-18
241,1930,Qtr 4,December,9,Loening,Loening C W Air Yaht?,Shanghai China,Corporation Aviation National China,0,4,6,China,1930-12-09
242,1931,Qtr 1,January,8,Fokker,Fokker F VIIOO,Melle Belgium,Sabena,0,2,2,Belgium,1931-01-08
243,1931,Qtr 1,January,22,Boeing,Boeing 40NC741K,Bluff Mountain Washington,Lines Air Varney,0,1,1,USA,1931-01-22
244,1931,Qtr 1,February,8,Desoutter,Desoutter IIZK ACA,Wairoa New,Lines Air ZealandDominion,0,3,3,New Zealand,1931-02-08
245,1931,Qtr 1,February,20,Fokker,Fokker Universal F 14?,Bagot Manitoba,Canada Western Canada Airways,0,2,3,Canada,1931-02-20
246,1931,Qtr 1,February,24,Latecoere,Latecoere 32F AITX,Off SpainAeropostale,,0,1,3,Spain,1931-02-24
247,1931,Qtr 1,March,21,Avro,Avro 10VH UMF,New South Wales Australia,Airways National Australian,0,8,8,Australia,1931-03-21
248,1931,Qtr 1,March,31,Fokker,Fokker F10A TrimotorNC 999,Bazaar Kansas,Air Western and Continental Trans,0,8,8,USA,1931-03-31
249,1931,Qtr 2,April,14,Messerschmitt,Messerschmitt M 20D,Near Letschen Germany,Lufthansa Deutsche,0,2,10,Germany,1931-04-14
250,1931,Qtr 2,May,5,Boeing,Boeing 40NC5390,Burbank California,Transport Air Pacific,0,2,2,USA,1931-05-05
251,1931,Qtr 2,May,22,Junkers,Junkers W 34VH,Wampit Australia,Airways Guiena,0,1,1,Australia,1931-05-22
252,1931,Qtr 2,May,24,Boeing,Boeing 95NC397E,Bellefonte Pennsylvania,Transport Air National,0,1,1,USA,1931-05-24
253,1931,Qtr 2,June,7,Fokker,Fokker F VIIBPH,Near Sandoway Burma,Orient Air,0,4,4,Myanmar,1931-06-07
254,1931,Qtr 2,June,11,,Lockheed Vega 2NC857E,Walbridge Ohio,Service Flying Rubner,0,2,3,USA,1931-06-11
255,1931,Qtr 2,June,13,Dornier,Dornier MerkurD 1455,Saarbrucken Germany,Lufthansa Deutsche,0,4,4,Germany,1931-06-13
256,1931,Qtr 3,July,12,Lockheed Martin,Lockheed VegaNC8497,Chicago Illinois,Airlines Braniff,0,2,2,USA,1931-07-12
257,1931,Qtr 3,July,14,,Lasco LascowlVH UGF,Temora Australia,Services Aerial Australian,0,2,2,Australia,1931-07-14
258,1931,Qtr 3,July,21,,Pitcairn PA 6 Mailwing?,Centralia Illinois,Airways American,0,1,1,USA,1931-07-21
259,1931,Qtr 3,July,24,Fokker,Fokker F VIIF,Kurudjevo Bulgaria,CIDNA,0,7,7,Bulgaria,1931-07-24
260,1931,Qtr 3,August,9,Ford,Ford 5 AT,Cincinnati Ohio,Airways American,0,6,6,USA,1931-08-09
261,1931,Qtr 3,September,14,Lockheed Martin,Lockheed VegaNC606,Chicago Illinois,Airways Chicago-Detroit,0,1,1,USA,1931-09-14
262,1931,Qtr 3,September,15,Fokker,Fokker F VIIb,Near Craiova Oltenia,Romania CIDNA,0,6,6,Romania,1931-09-15
263,1931,Qtr 3,September,16,Boeing,Boeing 40NC10347,Oakland California,Transport Air Pacific,0,4,4,USA,1931-09-16
264,1931,Qtr 4,October,6,Heinkel,Heinkel HE 2D,Novia Scotia Canada,Lufthansa Deutsche,0,3,3,Canada,1931-10-06
265,1931,Qtr 4,October,14,Dornier,Dornier WalP BALSA,BrazilSyndicato Condor,,0,3,3,Brazil,1931-10-14
266,1931,Qtr 4,November,5,Lockheed Martin,Lockheed Orion 9NC12221,Camden New,Phil.          JerseyNY,0,5,5,New Zealand,1931-11-05
267,1931,Qtr 4,November,13,De Havilland,De Havilland DH.80ZS ACD,Sir Lowry's pass South,Airways AfricaUnion,0,3,3,South Africa,1931-11-13
268,1931,Qtr 4,November,23,Boeing,Boeing 40NC7465,Salt Lake City Utah,Transport Air Boeing,0,1,1,USA,1931-11-23
269,1931,Qtr 4,November,24,Stinson,Stinson?,Near Tsinan China,Corporation Aviation National China,0,3,3,China,1931-11-24
270,1931,Qtr 4,November,26,Boeing,Boeing 40NC10338,Pasco Washington,Lines Air Varney,0,1,1,USA,1931-11-26
271,1931,Qtr 4,December,5,,Lockheed Vega 5NC433E,Kewanee Illinois,Airways Braniff,0,2,6,USA,1931-12-05
272,1931,Qtr 4,December,6,Fokker,Fokker F VIIb,Bangkok Thailand,Airlines Dutch Royal KLM,0,5,7,Thailand,1931-12-06
273,1931,Qtr 4,December,9,,CAMS 56F AIOX,Off AlgiersAeropostale,,0,2,2,Algeria,1931-12-09
274,1931,Qtr 4,December,31,Fairchild,Fairchild Pilgrim 100A?,Springfield Ohio,Airways American,0,4,5,USA,1931-12-31
275,1932,Qtr 1,January,21,Stinson,Stinson SM 2ANC443H,Colvin Park Ilinois,Airways Northwest,0,1,1,USA,1932-01-21
276,1932,Qtr 1,January,29,Stinson,Stinson SM 6000BNC10813,Lebec California,Lines Pacific Century,0,8,8,USA,1932-01-29
277,1932,Qtr 1,February,1,Fairchild,Fairchild?,Off Miami Florida,Airways Bimini,0,5,5,USA,1932-02-01
278,1932,Qtr 1,February,2,Boeing,Boeing 40 NC291,Rio Vista California,Transport Air Boeing,0,1,2,USA,1932-02-02
279,1932,Qtr 1,February,2,Stearman,Stearman C 3MBNC6411,Marcellus Michigan,Airlines Transamerican,0,1,1,USA,1932-02-02
280,1932,Qtr 1,February,27,Latecoere,Latecoere 28F AJOX,Off Setiba Brazil,Aeropostale,0,3,3,Brazil,1932-02-27
281,1932,Qtr 1,March,8,Stinson,Stinson SM 6000BNC11122,Saint Louis Illinois,Lines Air Century,0,3,5,USA,1932-03-08
282,1932,Qtr 1,March,19,Fokker,Fokker F 10ANC652E,Calimesa California,Airways American,0,7,7,USA,1932-03-19
283,1932,Qtr 1,March,21,Northrop,Northrop Alpha 3NC966Y,Steubenville Ohio,Air Western and Continental Trans,0,1,1,USA,1932-03-21
284,1932,Qtr 1,March,29,Farman,Farman F 190F,Rutbah Wells Iraq,Orient Air,0,3,3,Iraq,1932-03-29
285,1932,Qtr 1,March,31,Boeing,Boeing 95NC191E,Bedford Ohio,Transport Air National,0,1,1,USA,1932-03-31
286,1932,Qtr 2,April,21,Stearman,Stearman C 3MBNC6412,Fort Wayne Indiana,Airlines Transamerica,0,1,1,USA,1932-04-21
287,1932,Qtr 2,May,16,Boeing,Boeing 40NC5589,Burbank California,Transport Air Pacific,0,3,3,USA,1932-05-16
288,1932,Qtr 2,May,30,Boeing,Boeing 40NC830M,Portland Oregon,Lines Air Varney,0,1,2,USA,1932-05-30
289,1932,Qtr 3,July,16,Ford,Ford 5 AT,Mount El Plomo near,Chile          Vitacura Panagra,0,9,9,Equatorial Guinea,1932-07-16
290,1932,Qtr 3,August,12,,CAMS 53F AIQY,Beyrouth Lebanon,Orient Air,0,0,7,Lebanon,1932-08-12
291,1932,Qtr 3,August,31,Junkers,Junkers G 23SE,Tubergen Germany,Aerotransport B A,0,2,2,Germany,1932-08-31
292,1932,Qtr 3,September,8,Fokker,Fokker F 10NC9716,Salt Flats Texas,Airways American,0,3,4,USA,1932-09-08
293,1932,Qtr 3,September,17,Liore et Olivier,Liore  et,Selsdon Park England,Union Air,0,1,2,UK,1932-09-17
294,1932,Qtr 3,September,18,De Havilland,De Havilland DH 80VH,Byron Bay Australia,Airways England New,0,3,3,Australia,1932-09-18
295,1932,Qtr 4,October,12,Latecoere,Latecoere 28F AJIP,Port Etienne Mauritania,Aeropostale,0,1,1,Mauritania,1932-10-12
296,1932,Qtr 4,October,26,Ford,Ford Tri motor 5?,Villa Monte Bolivia,Boliviano Aero Lloyd,0,2,2,Bolivia,1932-10-26
297,1932,Qtr 4,October,29,Junkers,Junkers W 33 D,Ramsgate England,Lufthansa Deutsche,0,2,2,UK,1932-10-29
298,1932,Qtr 4,November,2,Junkers,Junkers F 13D,Echterpfuhl Germany,Lufthansa Deutsche,0,5,5,Germany,1932-11-02
299,1932,Qtr 4,November,25,,Travel Air 6000 NC369M,Marianna Arkansas,Airways Hunter,0,2,2,USA,1932-11-25
300,1932,Qtr 4,December,14,Boeing,Boeing 40NC281,Rocky Ridge Colorado,Transport Air Boeing,0,1,1,USA,1932-12-14
301,1932,Qtr 4,December,14,Ford,Ford 5NC9650,Amarillo Texas,Air Western and Continental Trans,0,2,2,USA,1932-12-14
302,1932,Qtr 4,December,26,De Havilland,De Havilland DH 60VH,Wau Australia,Airways Guinea,0,1,1,Australia,1932-12-26
303,1933,Qtr 1,January,10,,CAMS 53F AISV,AlgiersAeropostale,,0,1,3,Algeria,1933-01-10
304,1933,Qtr 1,January,14,Curtiss,Curtiss Condor 18NC185H,Newark New,Transport Air JerseyEastern,0,2,2,New Zealand,1933-01-14
305,1933,Qtr 1,January,20,Stearman,Stearman 4N490W,Marietta Georgia,Airways American,0,1,1,USA,1933-01-20
306,1933,Qtr 1,January,20,Stearman,Stearman 4NC11721,Bourne Texas,Airways American,0,1,1,USA,1933-01-20
307,1933,Qtr 1,January,24,Ford,Ford 5 AT,Eugene Oregon,Transport Air Pacific,0,2,3,USA,1933-01-24
308,1933,Qtr 1,March,11,Fairchild,Fairchild FC 2WNC9723,Near Mendoza Argentina,Airways Grace American Pan,0,2,2,Argentina,1933-03-11
309,1933,Qtr 1,March,25,Lockheed Martin,Lockheed Orion 9NC12226,Hayward California,Airlines Varney,11,3,3,USA,1933-03-25
310,1933,Qtr 1,March,28,Armstrong,Armstrong Whitworth Argosy IIG AACI,Near Dixmude Belgium,Airways Imperial,0,15,15,Belgium,1933-03-28
311,1933,Qtr 2,April,3,Junkers,Junkers F 13D,Hemkenrode Germany,Lufthansa Deutsche,0,1,2,Germany,1933-04-03
312,1933,Qtr 2,April,4,Goodyear,Goodyear  Zeppelin U.S.S. Akron (airship)ZRS,Off Barnegat New,Navy U.S. - JerseyMilitary,0,73,76,New Zealand,1933-04-04
313,1933,Qtr 2,April,23,,Cams 53 1F,Near Castrovillari Calabria,Italy Air Orient,0,5,8,Italy,1933-04-23
314,1933,Qtr 2,April,29,Junkers,Junkers W 34D,Traunstein Germany,Eurasia,0,4,4,Germany,1933-04-29
315,1933,Qtr 2,May,9,Latecoere,Latecoere 28 1F,Near Viladrau Spain,Company Tecoere La - Aeropostale,0,6,6,Spain,1933-05-09
316,1933,Qtr 2,June,4,,Pitcairns PA 6?,Bowling Green Virginia,Transport Air Eastern,0,1,1,USA,1933-06-04
317,1933,Qtr 2,June,11,Sikorsky,Sikorsky S 38B (flying boat)NC,Glenview Illinois,Palwaukee,0,9,9,USA,1933-06-11
318,1933,Qtr 3,July,18,Costruzioni Meccaniche ed Aeronautiche Società per Azioni (CMASA),CMASA Wal (flying boat)I AZEE,Aegean SeaSocieta Anonima Aero Expresso Italiana,,0,6,6,International Waters,1933-07-18
319,1933,Qtr 3,August,29,Ford,Ford 5 AT,Quay New,Air Western and Continental MexicoTrans,0,5,5,New Zealand,1933-08-29
320,1933,Qtr 3,September,12,Farman,Farman F 306YU,Near Ljubljana Yugoslavia,Aeroput,0,8,8,Yugoslavia,1933-09-12
321,1933,Qtr 4,October,10,Boeing,Boeing 247NC13304,Chesterton Indiana,Lines Air United,0,10,10,USA,1933-10-10
322,1933,Qtr 4,October,31,Farman,Farman F 301F,Etobon France,France Air,0,2,5,France,1933-10-31
323,1933,Qtr 4,November,9,Boeing,Boeing 247NC13345,Portland Oregon,Lines Air United,0,4,10,USA,1933-11-09
324,1933,Qtr 4,November,10,Northrop,Northrop DeltaNC12292,Moriarty New,Air Western and Continental MexicoTrans,0,0,1,New Zealand,1933-11-10
325,1933,Qtr 4,November,20,Stinson,Stinson?,Near Tsinan China,Corporation Aviation National China,0,8,8,China,1933-11-20
326,1933,Qtr 4,November,21,Kalinin,Kalinin K 7?,Near Kharkov Ukraine,USSRKalinin,0,14,20,Ukraine,1933-11-21
327,1933,Qtr 4,November,24,Boeing,Boeing 247NC13324,Wedron Illinois,Transport Air National,0,2,2,USA,1933-11-24
328,1933,Qtr 4,December,11,Focke-Wulf,Focke  Wulf A,Hamburg Germany,Lufthansa Deutsche,0,6,10,Germany,1933-12-11
329,1933,Qtr 4,December,14,Junkers,Junkers W 34ZS,Eshowe South,Airways AfricaUnion,0,5,6,South Africa,1933-12-14
330,1933,Qtr 4,December,30,Avro,Avro 10G ABLU,Near Ruysselede Belgium,Airways Imperial,0,10,10,Belgium,1933-12-30
331,1934,Qtr 1,January,15,Dewoitine,Dewoitine D 332F,Corbigny France,France Air,0,14,14,France,1934-01-15
332,1934,Qtr 1,January,20,Breguet,Breguet 280TF AJKX,Carombe France,France Air,0,2,2,France,1934-01-20
333,1934,Qtr 1,February,23,Boeing,Boeing 247NC13357,Near Salt Lake City Utah,Company Aircraft Boeing,0,8,8,USA,1934-02-23
334,1934,Qtr 1,February,26,Latecoere,Latécoère 28F AJPA,Rio de Oro Morocco,France Air,0,1,6,Morocco,1934-02-26
335,1934,Qtr 1,March,6,Fairchild,Fairchild Pilgrim 100ANC710Y,Petersburg Illinois,Airways American,0,4,4,USA,1934-03-06
336,1934,Qtr 1,March,10,Sikorsky,Sikorsky S 38 Flying BoatNC,Pereira Colombia,(Scadta) Airways American Pan,0,5,6,Colombia,1934-03-10
337,1934,Qtr 1,March,22,Ford,Ford 5 AT,Near Lima Peru,Airlines Grace American Pan,0,3,15,Peru,1934-03-22
338,1934,Qtr 2,April,10,Sikorsky,Sikorsky S 38BBNV17V,Ningpo Bay China,Corporation Aviation National China,0,3,3,China,1934-04-10
339,1934,Qtr 2,May,9,Wibault,Wibault 282TF AMHP,English ChannelAir France,,0,6,6,France,1934-05-09
340,1934,Qtr 2,May,31,Liore et Olivier,Liore  et,Croydon England,France Air,0,2,2,UK,1934-05-31
341,1934,Qtr 2,June,9,Curtiss,Curtiss Condor T 32NC12354,Mongaup Mountain New,Airways YorkAmerican,0,7,7,New Zealand,1934-06-09
342,1934,Qtr 2,June,11,Ford,Ford 5 AT,Junin Argentina,Panagra,0,6,10,Argentina,1934-06-11
343,1934,Qtr 2,June,22,Dornier,Dornier MerkurD 1445,Chausseehausen Germany,Lufthansa Deutsche,0,1,7,Germany,1934-06-22
344,1934,Qtr 2,June,23,Lockheed Martin,Lockheed OrionXA BEJ,Burbank California,Service Air Centrales Aerevias,0,1,1,USA,1934-06-23
345,1934,Qtr 3,July,9,Lockheed Martin,Lockheed VegaNC32E,San Bernardino California,Services Air United,0,3,4,USA,1934-07-09
346,1934,Qtr 3,July,27,Curtiss,Curtiss AT 32C CondorCH,Near Tuttlingen Germany,Swissair,0,12,12,Germany,1934-07-27
347,1934,Qtr 3,August,5,Latecoere,Latecoere 26F AILK,Bahia Brazil,France Air,0,2,2,Brazil,1934-08-05
348,1934,Qtr 3,August,10,Sikorsky,Sikorsky S 38B?,Ningbo China,Corporation Aviation National China,0,0,0,China,1934-08-10
349,1934,Qtr 3,August,31,Stinson,Stinson  SM 6000BNC11118,Amazonia Missouri,Transport Air Rapid,0,5,5,USA,1934-08-31
350,1934,Qtr 4,October,2,De Havilland,de havilland 89 Dragon RapideG ACPM,English ChannelHillman's Airways,,0,7,7,International Waters,1934-10-02
351,1934,Qtr 4,October,3,De Havilland,de Havilland DH 50AVH,Near Winton Australia,Qantas,0,3,3,Australia,1934-10-03
352,1934,Qtr 4,October,19,De Havilland,de Havilland DH 86VH,Bass Strait Australia,Airways Holymans,0,11,11,Australia,1934-10-19
353,1934,Qtr 4,November,2,De Havilland,De Havilland DH 61VH,Kiapit Australia,Service Transport Air Holdens,0,2,4,Australia,1934-11-02
354,1934,Qtr 4,November,15,De Havilland,de Havilland DH 86VH,Near Longreach Australia,Qantas,0,4,4,Australia,1934-11-15
355,1934,Qtr 4,November,15,Stinson,Stinson SM 6000,Amazonia Montana,Transport Air Rapid,0,2,2,USA,1934-11-15
356,1934,Qtr 4,December,7,Junkers,Junkers F 13D,Salchau Germany,Lufthansa Deutsche,0,3,3,Germany,1934-12-07
357,1934,Qtr 4,December,8,,Lockheed Vega 5CNC106W,Columbia Missouri,Airlines Braniff,0,1,1,USA,1934-12-08
358,1934,Qtr 4,December,10,Ford,Ford 4 AT,Palma Soriano Cuba,Aviacion de Cubana,0,4,8,Cuba,1934-12-10
359,1934,Qtr 4,December,20,McDonnell Douglas,Douglas DC 2,Rutbah Wells Syria,Airlines Dutch Royal KLM,0,7,7,Syria,1934-12-20
360,1934,Qtr 4,December,22,Lockheed Martin,Lockheed Orion 9DNC12286,Sunbright Tennessee,Airlines American,0,1,1,USA,1934-12-22
361,1934,Qtr 4,December,31,Tupolev,Tupolev ANT 9?,?Aeroflot,,0,10,10,Russia,1934-12-31
362,1935,Qtr 1,January,8,,Wapiti?,Near Karachi Pakistan,Force Air Indian,15,0,2,Pakistan,1935-01-08
363,1935,Qtr 1,January,26,Consolidated,Consolidated FleetsterNC13212,Pittsburgh Pennsylvania,Air Western and Continental Trans,0,1,1,USA,1935-01-26
364,1935,Qtr 1,January,31,Junkers,Junkers JU 52/3mD,Stettin Germany,Deruluft,0,11,11,Germany,1935-01-31
365,1935,Qtr 1,February,12,Goodyear,Goodyear  Zeppelin U.S.S. Macon (airship)ZRS,Off Point Sur Californiia,Navy US - Military,0,2,83,USA,1935-02-12
366,1935,Qtr 1,March,7,Rochrbach,Rochrbach RolandD AJYP,Schievelbein Germany,Deruluft,0,0,3,Germany,1935-03-07
367,1935,Qtr 1,March,15,De Havilland,de Havilland Dragon 1SU ABI,El Arish Egypt,Misrair,0,3,6,Egypt,1935-03-15
368,1935,Qtr 1,March,29,Junkers,Junkers F 13D,Off Samland Germany,Lufthansa Deutsche,0,5,5,Germany,1935-03-29
369,1935,Qtr 2,April,1,Farman,Farman F 300F,Beauvais France,France Air,0,1,3,France,1935-04-01
370,1935,Qtr 2,April,6,Fokker,Fokker F 12PH,Brilon Germany,Airlines Dutch Royal KLM,0,7,7,Germany,1935-04-06
371,1935,Qtr 2,May,1,Lockheed Martin,Lockheed VegaNC891E,Near Walsenberg Colorado,Lines Air Varney,0,1,1,USA,1935-05-01
372,1935,Qtr 2,May,6,McDonnell Douglas,Douglas DC 2,Atlanta Missouri,Air Western and Continental Trans,0,5,14,USA,1935-05-06
373,1935,Qtr 2,May,18,Tupolev,Tupolev ANT 20 / I,Near Moscow Russia,Eskadril'ya Gor'ky,2,50,50,Russia,1935-05-18
374,1935,Qtr 2,May,18,Ford,Ford model 4 AT,Flint Michigan,Detroit of Service Flying Knowles,0,3,12,USA,1935-05-18
375,1935,Qtr 2,May,27,Boeing,Boeing 221NC725W,Glendo Wyoming,Service Air Wyoming,0,1,1,USA,1935-05-27
376,1935,Qtr 2,May,28,Stinson,Stinson SM6000B Tri motorNC10894,Maywood Illinois,Airlines Southern and Chicago,0,2,2,USA,1935-05-28
377,1935,Qtr 2,May,29,,??,San Barbra Honduras?,,0,6,9,Honduras,1935-05-29
378,1935,Qtr 2,June,24,Ford,Ford Tri Motor / Ford Tri,Medellin Colombia,SCADTA / Columbiano Aereo Servicio,0,17,20,Colombia,1935-06-24
379,1935,Qtr 3,July,14,Fokker,Fokker F XXIIPH,Amsterdam Netherlands,Airlines Dutch Royal KLM,0,6,20,Netherlands,1935-07-14
380,1935,Qtr 3,July,19,General Aviation,General 102 ENC,Off Chandeleur Island Mississippi,Corporation Service Air Wedell-Williams,0,2,2,USA,1935-07-19
381,1935,Qtr 3,July,20,McDonnell Douglas,Douglas DC 2PH,Pian Giacomo Switzerland,Airlines Dutch Royal KLM,0,13,13,Switzerland,1935-07-20
382,1935,Qtr 3,July,23,De Havilland,de Havilland DH 84 DragonG,Cardiff United,Airways KingdomJersey,0,1,8,UK,1935-07-23
383,1935,Qtr 3,July,28,Junkers,Junkers W 34406,El Retiro Colombia,Colombiana Aerea Fuerza,0,5,5,Colombia,1935-07-28
384,1935,Qtr 3,August,7,Savoia,Savoia  Marchetti S,Cairo Egypt,Littoria Ala,0,7,7,Egypt,1935-08-07
385,1935,Qtr 3,August,13,Sikorsky,Sikorsky S 38BNV40V,Hangow China,Corporation Aviation National China,0,0,0,China,1935-08-13
386,1935,Qtr 3,August,14,Stinson,Stinson Model ANC14599,Near Gilmer Texas,Lines Air Delta,0,4,4,USA,1935-08-14
387,1935,Qtr 3,August,15,,"Waco, model YLCNC14140",Near Glendo Wyoming,Co Transit Mayflower Aero,0,3,3,USA,1935-08-15
388,1935,Qtr 3,August,15,Lockheed Martin,Lockheed Orion 9E Explorer float planeNR12283,Walakpa near,Alaska         Barrow Point Private,0,2,2,Equatorial Guinea,1935-08-15
